Extracted Text,Reward,Prompt Name,Prompt Text,GoldenSolFull,TrimmedModule
"// One-digit BCD counter module
module bcd_counter(
    input clk,
    input reset,
    input ena, // Enable signal to count
    output reg [3:0] q,
    output reg carry_out // Carry out signal to enable the next higher digit's count
    );

    always @(posedge clk) begin
        if (reset) begin
            q <= 0;
            carry_out <= 0;
        end
        else if (ena) begin
            if (q == 9) begin
                q <= 0;
                carry_out <= 1; // Indicate to enable the next digit count
            end
            else begin
                q <= q + 1;
                carry_out <= 0;
            end
        end
        else begin
            carry_out <= 0; // No carry if not enabled
        end
    end
endmodule",-1,Countbcd.v,"// Build a 4-digit BCD (binary-coded decimal) counter. Each decimal digit is encoded using 4 bits: q[3:0] is the ones digit, q[7:4] is the tens digit, etc. For digits [3:1], also output an enable signal indicating when each of the upper three digits should be incremented.

// You may want to instantiate or modify some one-digit decade counters.

module top_module (
    input clk,
    input reset,   // Synchronous active-high reset
    output [3:1] ena,
    output [15:0] q);
","module top_module (
    input clk,
    input reset,   // Synchronous active-high reset
    output [3:1] ena,
    output [15:0] q);
    
    always @(posedge clk) begin
        if(reset) begin
            q = 0;
            ena = 0;
        end
        else begin
            q[3:0] = q[3:0] + 1;
            ena[1] = (q[3:0] == 9) ? 1 : 0;
            if(q[3:0] == 10) begin
                q[3:0] = 0;
                q[7:4] = q[7:4] + 1;
            end
            ena[2] = ((q[7:4] == 9) && (q[3:0] == 9)) ? 1 : 0;
            if(q[7:4] == 10) begin
                q[7:4] = 0;
                q[11:8] = q[11:8] + 1;
            end
            ena[3] = ((q[11:8] == 9) && (q[7:4] == 9) && (q[3:0] == 9)) ? 1 : 0;
            if(q[11:8] == 10) begin
                q[11:8] = 0;
                q[15:12] = q[15:12] + 1;
            end
            if(q[15:12] == 10) begin
                q = 0;
            end
        end
    end

endmodule",
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    always @(posedge clk) begin
        // Synchronous reset
        if (reset) begin
            q <= 4'b0000; // Reset the counter to 0
        end
        else if (slowena) begin
            // Check if the counter has reached 9
            if (q == 4'b1001) begin
                q <= 4'b0000; // Reset to 0 if it has reached 9
            end else begin
                q <= q + 1'b1; // Otherwise, increment the counter
            end
        end
        // Do nothing if slowena is low (pause the counter)
    end
endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    always @(posedge clk) begin
        // Synchronous reset
        if (reset) begin
            q <= 4'b0000; // Reset the counter to 0
        end
        else if (slowena) begin
            // Check if the counter has reached 9
            if (q == 4'b1001) begin
                q <= 4'b0000; // Reset to 0 if it has reached 9
            end else begin
                q <= q + 1'b1; // Otherwise, increment the counter
            end
        end
        // Do nothing if slowena is low (pause the counter)
    end
endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Increment the counter on each clock cycle when enabled, or reset it
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset: reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            // Only increment the counter when slowena is high
            if (q == 4'b1001) begin
                // If the counter is at 9, reset it to 0 on the next increment
                q <= 4'b0000;
            end else begin
                // Otherwise, just increment the counter
                q <= q + 1;
            end
        end
        // When slowena is low, do nothing (pause the counter)
    end

endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Increment the counter on each clock cycle when enabled, or reset it
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset: reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            // Only increment the counter when slowena is high
            if (q == 4'b1001) begin
                // If the counter is at 9, reset it to 0 on the next increment
                q <= 4'b0000;
            end else begin
                // Otherwise, just increment the counter
                q <= q + 1;
            end
        end
        // When slowena is low, do nothing (pause the counter)
    end

endmodule"
"module top_module (
    input clk,
    input slowena,  // Enable signal to control counting
    input reset,
    output reg [3:0] q);

    // Synchronous reset and count logic
    always @(posedge clk) begin
        if (reset) begin
            // Reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            // Increment the counter only if slowena is high
            if (q == 4'b1001) begin
                // Reset the counter to 0 if it reaches 9
                q <= 4'b0000;
            end else begin
                // Increment the counter
                q <= q + 1;
            end
        end
        // If slowena is low, do not increment, effectively pausing the counter
    end

endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,  // Enable signal to control counting
    input reset,
    output reg [3:0] q);

    // Synchronous reset and count logic
    always @(posedge clk) begin
        if (reset) begin
            // Reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            // Increment the counter only if slowena is high
            if (q == 4'b1001) begin
                // Reset the counter to 0 if it reaches 9
                q <= 4'b0000;
            end else begin
                // Increment the counter
                q <= q + 1;
            end
        end
        // If slowena is low, do not increment, effectively pausing the counter
    end

endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Always block triggered on the rising edge of the clock or the positive edge of reset
    always @(posedge clk or posedge reset) begin
        if (reset) begin
            // Synchronous reset: Reset the counter to 0
            q <= 4'b0000;
        end else if (slowena) begin
            // Only increment the counter if slowena is high
            if (q == 4'b1001) begin
                // If the counter is at 9, wrap around to 0
                q <= 4'b0000;
            end else begin
                // Otherwise, increment the counter
                q <= q + 1'b1;
            end
        end
        // If slowena is low, do nothing (counter is paused)
    end
endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Always block triggered on the rising edge of the clock or the positive edge of reset
    always @(posedge clk or posedge reset) begin
        if (reset) begin
            // Synchronous reset: Reset the counter to 0
            q <= 4'b0000;
        end else if (slowena) begin
            // Only increment the counter if slowena is high
            if (q == 4'b1001) begin
                // If the counter is at 9, wrap around to 0
                q <= 4'b0000;
            end else begin
                // Otherwise, increment the counter
                q <= q + 1'b1;
            end
        end
        // If slowena is low, do nothing (counter is paused)
    end
endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    always @(posedge clk or posedge reset) begin
        if (reset) begin
            // Reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // If counter is at 9, wrap back to 0
                q <= 4'b0000;
            end
            else begin
                // Otherwise, increment the counter
                q <= q + 1'b1;
            end
        end
        // If slowena is not high, do not increment (effectively pausing the counter)
    end
endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    always @(posedge clk or posedge reset) begin
        if (reset) begin
            // Reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // If counter is at 9, wrap back to 0
                q <= 4'b0000;
            end
            else begin
                // Otherwise, increment the counter
                q <= q + 1'b1;
            end
        end
        // If slowena is not high, do not increment (effectively pausing the counter)
    end
endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Counter logic
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // Reset to 0 if the count reaches 9
                q <= 4'b0000;
            end else begin
                // Increment the counter
                q <= q + 1'b1;
            end
        end
        // If slowena is low, do not increment the counter (pause)
    end

endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Counter logic
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // Reset to 0 if the count reaches 9
                q <= 4'b0000;
            end else begin
                // Increment the counter
                q <= q + 1'b1;
            end
        end
        // If slowena is low, do not increment the counter (pause)
    end

endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Sequential logic for the counter
    always @(posedge clk) begin
        if (reset) begin
            // Reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            // Increment the counter only if slowena is high
            if (q == 4'b1001) begin
                // Reset to 0 after reaching 9
                q <= 4'b0000;
            end
            else begin
                // Increment the counter
                q <= q + 1;
            end
        end
        // If slowena is low, do not increment the counter
    end

endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Sequential logic for the counter
    always @(posedge clk) begin
        if (reset) begin
            // Reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            // Increment the counter only if slowena is high
            if (q == 4'b1001) begin
                // Reset to 0 after reaching 9
                q <= 4'b0000;
            end
            else begin
                // Increment the counter
                q <= q + 1;
            end
        end
        // If slowena is low, do not increment the counter
    end

endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Sequential logic to update the counter
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset: Reset counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // If counter is at 9, wrap around to 0 on next increment
                q <= 4'b0000;
            end
            else begin
                // Increment counter
                q <= q + 1;
            end
        end
        // When slowena is low, do not increment the counter (pause)
    end

endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Sequential logic to update the counter
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset: Reset counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // If counter is at 9, wrap around to 0 on next increment
                q <= 4'b0000;
            end
            else begin
                // Increment counter
                q <= q + 1;
            end
        end
        // When slowena is low, do not increment the counter (pause)
    end

endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    always @(posedge clk) begin
        if (reset) begin
            // If reset is high, reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // If the counter reaches 9, reset it back to 0
                q <= 4'b0000;
            end
            else begin
                // Otherwise, increment the counter
                q <= q + 1;
            end
        end
        // If slowena is not high, do not increment the counter (pause)
    end
endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    always @(posedge clk) begin
        if (reset) begin
            // If reset is high, reset the counter to 0
            q <= 4'b0000;
        end
        else if (slowena) begin
            if (q == 4'b1001) begin
                // If the counter reaches 9, reset it back to 0
                q <= 4'b0000;
            end
            else begin
                // Otherwise, increment the counter
                q <= q + 1;
            end
        end
        // If slowena is not high, do not increment the counter (pause)
    end
endmodule"
"module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Sequential logic to increment, reset, or hold the counter value
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset: Reset the counter to 0
            q <= 4'b0000;
        end else if (slowena) begin
            // Only increment the counter if slowena is high
            if (q == 4'b1001) begin
                // If the counter is at 9, wrap around to 0 on the next count
                q <= 4'b0000;
            end else begin
                // Increment the counter
                q <= q + 1'b1;
            end
        end
        // If neither reset nor slowena are active, do nothing (hold the value)
    end

endmodule",-0.5,Countslow.v,"// Build a decade counter that counts from 0 through 9, inclusive, with a period of 10. The reset input is synchronous, and should reset the counter to 0. We want to be able to pause the counter rather than always incrementing every clock cycle, so the slowena input indicates when the counter should increment.

// Hint: This is a regular decade counter with an enable control signal

module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);
","module top_module (
    input clk,
    input slowena,
    input reset,
    output [3:0] q);

    always @(posedge clk) begin
        if(reset) begin
            q <= 0;
        end
        else begin
            if(slowena) begin
                if(q == 9) begin
                    q <= 0;
                end
                else begin
                    q <= q + 1;
                end
            end
        end
    end
    
endmodule","module top_module (
    input clk,
    input slowena,
    input reset,
    output reg [3:0] q);

    // Sequential logic to increment, reset, or hold the counter value
    always @(posedge clk) begin
        if (reset) begin
            // Synchronous reset: Reset the counter to 0
            q <= 4'b0000;
        end else if (slowena) begin
            // Only increment the counter if slowena is high
            if (q == 4'b1001) begin
                // If the counter is at 9, wrap around to 0 on the next count
                q <= 4'b0000;
            end else begin
                // Increment the counter
                q <= q + 1'b1;
            end
        end
        // If neither reset nor slowena are active, do nothing (hold the value)
    end

endmodule"
"module top_module (
    input clk,
    input d,
    output reg q
);

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,
    input d,
    output reg q
);

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule"
"module top_module (
    input clk,
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule"
"module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    // Clocked always block for D flip-flop
    always @(posedge clk) begin
        q <= d; // Non-blocking assignment to copy d to q at every positive edge of clk
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    // Clocked always block for D flip-flop
    always @(posedge clk) begin
        q <= d; // Non-blocking assignment to copy d to q at every positive edge of clk
    end

endmodule"
"module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    // Clocked always block for D flip-flop
    always @(posedge clk) begin
        q <= d; // Non-blocking assignment
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    // Clocked always block for D flip-flop
    always @(posedge clk) begin
        q <= d; // Non-blocking assignment
    end

endmodule"
"module top_module (
    input clk,
    input d,
    output reg q );

    // Clocked always block for D flip-flop
    always @(posedge clk) begin
        q <= d;  // Non-blocking assignment to copy d to q at every positive edge of clk
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,
    input d,
    output reg q );

    // Clocked always block for D flip-flop
    always @(posedge clk) begin
        q <= d;  // Non-blocking assignment to copy d to q at every positive edge of clk
    end

endmodule"
"module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d;  // Non-blocking assignment on the positive edge of the clock
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d;  // Non-blocking assignment on the positive edge of the clock
    end

endmodule"
"module top_module (
    input clk,
    input d,
    output reg q );

    // A clocked always block for a D flip-flop
    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in sequential circuits
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,
    input d,
    output reg q );

    // A clocked always block for a D flip-flop
    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in sequential circuits
    end

endmodule"
"module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q
);

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q
);

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule"
"module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment for sequential circuits
    end
    
endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment for sequential circuits
    end
    
endmodule"
"module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule",-0.5,Dff_1.v,"// Create a single D flip-flop.
// Use a clocked always block
// copy d to q at every positive edge of clk
// Clocked always blocks should use non-blocking assignments

module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );
","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );//

    always @(posedge clk) begin
        q <= d;
    end

endmodule","module top_module (
    input clk,    // Clocks are used in sequential circuits
    input d,
    output reg q );

    always @(posedge clk) begin
        q <= d; // Non-blocking assignment is used in clocked always blocks
    end

endmodule"
"module top_module (
    input clk,
    input resetn,
    input [1:0] byteena,
    input [15:0] d,
    output reg [15:0] q
);
    always @(posedge clk) begin
        if (!resetn) begin
            // Synchronous reset
            q <= 16'b0;
        end
        else begin
            // Check byteena[0] for lower byte
            if (byteena[0]) begin
                q[7:0] <= d[7:0];
            end
            // Check byteena[1] for upper byte
            if (byteena[1]) begin
                q[15:8] <= d[15:8];
            end
        end
    end
endmodule",-0.5,Dff16e.v,"// Create 16 D flip-flops. It's sometimes useful to only modify parts of a group of flip-flops. The byte-enable inputs control whether each byte of the 16 registers should be written to on that cycle. byteena[1] controls the upper byte d[15:8], while byteena[0] controls the lower byte d[7:0].

// resetn is a synchronous, active-low reset.

// All DFFs should be triggered by the positive edge of clk.

module top_module (
    input clk,
    input resetn,
    input [1:0] byteena,
    input [15:0] d,
    output [15:0] q
);","module top_module (
    input clk,
    input resetn,
    input [1:0] byteena,
    input [15:0] d,
    output [15:0] q
);
    
    always @(posedge clk) begin
        if(!resetn) begin
            q <= 0;
        end
        else begin
            q[15:8] <= byteena[1] ? d[15:8] : q[15:8];
            q[7:0] <= byteena[0] ? d[7:0] : q[7:0];
        end
    end

endmodule","module top_module (
    input clk,
    input resetn,
    input [1:0] byteena,
    input [15:0] d,
    output reg [15:0] q
);
    always @(posedge clk) begin
        if (!resetn) begin
            // Synchronous reset
            q <= 16'b0;
        end
        else begin
            // Check byteena[0] for lower byte
            if (byteena[0]) begin
                q[7:0] <= d[7:0];
            end
            // Check byteena[1] for upper byte
            if (byteena[1]) begin
                q[15:8] <= d[15:8];
            end
        end
    end
endmodule"
